Gr Liv Area,Gr Liv Area^2,Gr Liv Area^3,Overall Qual,Total Bsmt SF,Garage Area,Year Built,Mas Vnr Area,SalePrice
1588.0,2521744.0,4004529472.0,4.0,0.0,680.0,1959.0,0.0,134432
1582.0,2502724.0,3959309368.0,7.0,770.0,520.0,2004.0,0.0,185900
1795.0,3222025.0,5783534875.0,8.0,1777.0,534.0,2002.0,281.0,230000
1057.0,1117249.0,1180932193.0,5.0,1057.0,576.0,1962.0,0.0,132000
2596.0,6739216.0,17495004736.0,9.0,1249.0,840.0,2006.0,370.0,342643
2048.0,4194304.0,8589934592.0,8.0,1054.0,552.0,2003.0,0.0,301000
1090.0,1188100.0,1295029000.0,5.0,1090.0,450.0,2005.0,0.0,157000
1560.0,2433600.0,3796416000.0,6.0,780.0,0.0,1912.0,0.0,159900
1721.0,2961841.0,5097328361.0,6.0,928.0,471.0,1994.0,105.0,201000
1633.0,2666689.0,4354703137.0,6.0,932.0,460.0,1998.0,0.0,183000
1964.0,3857296.0,7575729344.0,5.0,940.0,0.0,1911.0,0.0,130000
1088.0,1183744.0,1287913472.0,8.0,1074.0,461.0,1986.0,0.0,170000
1428.0,2039184.0,2911954752.0,7.0,712.0,576.0,1900.0,0.0,139900
1504.0,2262016.0,3402072064.0,7.0,1346.0,457.0,2005.0,16.0,181000
1178.0,1387684.0,1634691752.0,5.0,1090.0,502.0,1976.0,0.0,135000
900.0,810000.0,729000000.0,5.0,882.0,280.0,1967.0,31.0,122000
1180.0,1392400.0,1643032000.0,5.0,1180.0,477.0,1970.0,0.0,128000
2520.0,6350400.0,16003008000.0,7.0,1203.0,721.0,1995.0,290.0,290000
924.0,853776.0,788889024.0,5.0,924.0,280.0,1975.0,0.0,110000
1148.0,1317904.0,1512953792.0,5.0,980.0,308.0,1952.0,0.0,123500
1301.0,1692601.0,2202073901.0,5.0,1145.0,440.0,1924.0,0.0,100000
1593.0,2537649.0,4042474857.0,8.0,1593.0,682.0,2001.0,0.0,286000
864.0,746496.0,644972544.0,4.0,864.0,576.0,1972.0,0.0,111250
1374.0,1887876.0,2593941624.0,7.0,384.0,400.0,2004.0,0.0,170000
864.0,746496.0,644972544.0,4.0,864.0,660.0,1970.0,0.0,120500
2134.0,4553956.0,9718142104.0,6.0,844.0,441.0,1916.0,0.0,214500
816.0,665856.0,543338496.0,6.0,816.0,240.0,1934.0,0.0,129800
887.0,786769.0,697864103.0,5.0,864.0,288.0,1984.0,0.0,124500
1733.0,3003289.0,5204699837.0,7.0,847.0,433.0,2003.0,0.0,225000
1639.0,2686321.0,4402880119.0,6.0,747.0,240.0,1946.0,0.0,154400
1840.0,3385600.0,6229504000.0,7.0,944.0,622.0,2001.0,0.0,230000
992.0,984064.0,976191488.0,5.0,381.0,319.0,1954.0,0.0,155891
2016.0,4064256.0,8193540096.0,5.0,0.0,576.0,1880.0,0.0,131000
2450.0,6002500.0,14706125000.0,8.0,1284.0,1069.0,1998.0,731.0,340000
1601.0,2563201.0,4103684801.0,7.0,1271.0,478.0,1978.0,206.0,157000
1666.0,2775556.0,4624076296.0,8.0,588.0,228.0,1925.0,0.0,161000
784.0,614656.0,481890304.0,5.0,784.0,0.0,1924.0,0.0,109500
708.0,501264.0,354894912.0,4.0,420.0,0.0,1940.0,0.0,82500
1342.0,1800964.0,2416893688.0,8.0,1342.0,550.0,2006.0,176.0,234250
1105.0,1221025.0,1349232625.0,6.0,1105.0,308.0,1957.0,143.0,135000
1683.0,2832489.0,4767078987.0,6.0,918.0,440.0,1978.0,92.0,172500
951.0,904401.0,860085351.0,4.0,951.0,327.0,1936.0,0.0,106500
1160.0,1345600.0,1560896000.0,5.0,1113.0,257.0,1968.0,0.0,152500
864.0,746496.0,644972544.0,5.0,864.0,399.0,1958.0,0.0,118000
854.0,729316.0,622835864.0,7.0,832.0,576.0,1929.0,0.0,132000
1067.0,1138489.0,1214767763.0,4.0,1067.0,436.0,1950.0,0.0,128000
1889.0,3568321.0,6740558369.0,6.0,982.0,431.0,2000.0,0.0,215000
1433.0,2053489.0,2942649737.0,5.0,1251.0,441.0,1961.0,0.0,161000
1456.0,2119936.0,3086626816.0,6.0,728.0,390.0,2005.0,0.0,170440
2080.0,4326400.0,8998912000.0,7.0,1276.0,282.0,1926.0,0.0,234000
1051.0,1104601.0,1160935651.0,5.0,1051.0,504.0,1968.0,0.0,142000
1092.0,1192464.0,1302170688.0,6.0,525.0,264.0,1971.0,381.0,88000
2064.0,4260096.0,8792838144.0,8.0,1074.0,527.0,2005.0,216.0,250000
1504.0,2262016.0,3402072064.0,8.0,1504.0,510.0,2006.0,60.0,199000
1535.0,2356225.0,3616805375.0,7.0,1517.0,532.0,2004.0,168.0,214000
1040.0,1081600.0,1124864000.0,5.0,1040.0,260.0,1962.0,0.0,127000
1143.0,1306449.0,1493271207.0,5.0,1008.0,288.0,1928.0,0.0,138000
1220.0,1488400.0,1815848000.0,7.0,1199.0,632.0,2006.0,84.0,194000
1355.0,1836025.0,2487813875.0,5.0,728.0,528.0,1941.0,0.0,140000
1504.0,2262016.0,3402072064.0,6.0,752.0,440.0,2007.0,22.0,166000
1768.0,3125824.0,5526456832.0,7.0,866.0,603.0,2005.0,0.0,226700
1382.0,1909924.0,2639514968.0,7.0,384.0,396.0,1998.0,0.0,177500
2486.0,6180196.0,15363967256.0,6.0,1595.0,576.0,1962.0,0.0,220000
2267.0,5139289.0,11650768163.0,7.0,1005.0,498.0,1937.0,0.0,219000
1250.0,1562500.0,1953125000.0,5.0,661.0,552.0,1910.0,0.0,139000
1789.0,3200521.0,5725732069.0,7.0,858.0,546.0,2001.0,513.0,223000
1329.0,1766241.0,2347334289.0,6.0,1329.0,312.0,1958.0,108.0,172000
2840.0,8065600.0,22906304000.0,7.0,1420.0,1314.0,1978.0,168.0,292500
1342.0,1800964.0,2416893688.0,7.0,698.0,393.0,2003.0,0.0,178000
894.0,799236.0,714516984.0,5.0,894.0,336.0,1965.0,0.0,138500
1044.0,1089936.0,1137893184.0,6.0,960.0,528.0,1976.0,0.0,133500
2589.0,6702921.0,17353862469.0,9.0,1738.0,831.0,2006.0,215.0,412083
1040.0,1081600.0,1124864000.0,5.0,1040.0,0.0,1978.0,136.0,124000
1450.0,2102500.0,3048625000.0,7.0,1450.0,788.0,2008.0,140.0,224243
1936.0,3748096.0,7256313856.0,8.0,1406.0,504.0,2000.0,40.0,230500
1358.0,1844164.0,2504374712.0,7.0,1350.0,484.0,2007.0,176.0,212500
1100.0,1210000.0,1331000000.0,6.0,1100.0,0.0,2006.0,0.0,146000
1368.0,1871424.0,2560108032.0,7.0,1288.0,784.0,1997.0,200.0,215000
1479.0,2187441.0,3235225239.0,7.0,1468.0,577.0,1999.0,125.0,191000
1338.0,1790244.0,2395346472.0,8.0,1338.0,598.0,2007.0,0.0,208900
2646.0,7001316.0,18525482136.0,7.0,1347.0,656.0,1993.0,256.0,260000
1044.0,1089936.0,1137893184.0,5.0,540.0,504.0,1952.0,0.0,55993
1983.0,3932289.0,7797729087.0,7.0,978.0,490.0,1999.0,344.0,225000
1190.0,1416100.0,1685159000.0,5.0,1106.0,540.0,1962.0,120.0,132500
1444.0,2085136.0,3010936384.0,5.0,384.0,400.0,2006.0,0.0,174000
1978.0,3912484.0,7738893352.0,9.0,1978.0,920.0,2007.0,290.0,425000
930.0,864900.0,804357000.0,4.0,0.0,308.0,1946.0,0.0,84900
1200.0,1440000.0,1728000000.0,7.0,600.0,480.0,2004.0,0.0,151000
1656.0,2742336.0,4541308416.0,5.0,1656.0,506.0,1973.0,564.0,135000
1888.0,3564544.0,6729859072.0,6.0,1517.0,578.0,1966.0,0.0,190000
1224.0,1498176.0,1833767424.0,6.0,1224.0,402.0,1999.0,425.0,165000
1875.0,3515625.0,6591796875.0,6.0,675.0,485.0,1975.0,248.0,184500
1324.0,1752976.0,2320940224.0,6.0,1324.0,430.0,2005.0,0.0,199500
1717.0,2948089.0,5061868813.0,7.0,756.0,642.0,1915.0,0.0,140000
1158.0,1340964.0,1552836312.0,6.0,862.0,208.0,1929.0,0.0,120000
1767.0,3122289.0,5517084663.0,7.0,1064.0,504.0,1987.0,0.0,239000
1694.0,2869636.0,4861163384.0,8.0,1694.0,856.0,2006.0,302.0,322400
2037.0,4149369.0,8452264653.0,7.0,672.0,472.0,1996.0,0.0,229000
747.0,558009.0,416832723.0,4.0,747.0,220.0,1945.0,0.0,80000
1818.0,3305124.0,6008715432.0,7.0,1040.0,240.0,1931.0,600.0,169500
1560.0,2433600.0,3796416000.0,5.0,1150.0,313.0,1956.0,259.0,103500
1332.0,1774224.0,2363266368.0,6.0,1332.0,542.0,1990.0,0.0,145000
1362.0,1855044.0,2526569928.0,4.0,1040.0,768.0,1957.0,160.0,140000
1671.0,2792241.0,4665834711.0,6.0,959.0,472.0,2000.0,0.0,173000
990.0,980100.0,970299000.0,5.0,990.0,299.0,1994.0,0.0,126000
1072.0,1149184.0,1231925248.0,5.0,808.0,379.0,1940.0,279.0,130000
2197.0,4826809.0,10604499373.0,7.0,1080.0,783.0,1993.0,320.0,287500
2057.0,4231249.0,8703679193.0,7.0,1017.0,180.0,1936.0,0.0,250000
1146.0,1313316.0,1505060136.0,6.0,1083.0,294.0,1963.0,379.0,165000
1102.0,1214404.0,1338273208.0,7.0,551.0,480.0,2004.0,0.0,148800
1353.0,1830609.0,2476813977.0,6.0,1259.0,478.0,1979.0,253.0,192350
1306.0,1705636.0,2227560616.0,6.0,1306.0,624.0,2005.0,135.0,184500
1164.0,1354896.0,1577098944.0,5.0,1164.0,240.0,1950.0,0.0,125000
1629.0,2653641.0,4322781189.0,8.0,1616.0,808.0,2002.0,236.0,270000
1564.0,2446096.0,3825694144.0,7.0,1564.0,814.0,2007.0,212.0,218836
1509.0,2277081.0,3436115229.0,6.0,1461.0,600.0,1988.0,219.0,175000
1465.0,2146225.0,3144219625.0,6.0,789.0,393.0,1998.0,0.0,180400
1524.0,2322576.0,3539605824.0,5.0,874.0,315.0,1958.0,180.0,144000
864.0,746496.0,644972544.0,4.0,864.0,463.0,1970.0,0.0,124500
1802.0,3247204.0,5851461608.0,9.0,1802.0,843.0,2006.0,510.0,372000
1453.0,2111209.0,3067586677.0,6.0,1453.0,530.0,1961.0,3.0,187500
1422.0,2022084.0,2875403448.0,6.0,1422.0,576.0,1981.0,210.0,175500
1620.0,2624400.0,4251528000.0,7.0,1620.0,578.0,1967.0,0.0,215000
1143.0,1306449.0,1493271207.0,7.0,1143.0,0.0,2006.0,0.0,147000
1430.0,2044900.0,2924207000.0,6.0,1430.0,484.0,1974.0,144.0,192000
1336.0,1784896.0,2384621056.0,5.0,1288.0,502.0,1969.0,128.0,163000
1344.0,1806336.0,2427715584.0,7.0,672.0,456.0,1929.0,0.0,140000
1075.0,1155625.0,1242296875.0,5.0,981.0,440.0,1963.0,0.0,148000
2202.0,4848804.0,10677066408.0,8.0,1105.0,517.0,1992.0,309.0,263000
1720.0,2958400.0,5088448000.0,7.0,1720.0,527.0,1996.0,338.0,260400
1036.0,1073296.0,1111934656.0,5.0,1036.0,312.0,1953.0,88.0,112900
1329.0,1766241.0,2347334289.0,7.0,1329.0,441.0,1960.0,128.0,176000
1128.0,1272384.0,1435249152.0,5.0,1120.0,525.0,1963.0,148.0,155000
1116.0,1245456.0,1389928896.0,6.0,1116.0,528.0,1974.0,196.0,167900
1920.0,3686400.0,7077888000.0,5.0,1052.0,451.0,1958.0,0.0,172500
970.0,940900.0,912673000.0,5.0,970.0,624.0,1963.0,0.0,132500
754.0,568516.0,428661064.0,6.0,520.0,0.0,1935.0,0.0,84500
1270.0,1612900.0,2048383000.0,7.0,1270.0,524.0,2005.0,0.0,175900
1474.0,2172676.0,3202524424.0,7.0,384.0,400.0,1995.0,22.0,168500
1240.0,1537600.0,1906624000.0,7.0,1240.0,826.0,2006.0,0.0,194000
1792.0,3211264.0,5754585088.0,8.0,896.0,590.0,2007.0,0.0,255000
1246.0,1552516.0,1934434936.0,6.0,1246.0,441.0,1964.0,0.0,172000
1601.0,2563201.0,4103684801.0,5.0,936.0,0.0,1925.0,0.0,129850
1991.0,3964081.0,7892485271.0,5.0,957.0,0.0,1895.0,0.0,119600
1432.0,2050624.0,2936493568.0,7.0,716.0,432.0,2004.0,0.0,188500
1728.0,2985984.0,5159780352.0,5.0,1728.0,504.0,1963.0,336.0,125000
1472.0,2166784.0,3189506048.0,7.0,1372.0,588.0,1980.0,225.0,187500
936.0,876096.0,820025856.0,5.0,936.0,240.0,1954.0,0.0,121000
2007.0,4028049.0,8084294343.0,6.0,917.0,357.0,1900.0,0.0,160000
1312.0,1721344.0,2258403328.0,6.0,784.0,649.0,1947.0,0.0,127000
1377.0,1896129.0,2610969633.0,5.0,1377.0,351.0,1960.0,0.0,156500
1600.0,2560000.0,4096000000.0,1.0,0.0,270.0,1951.0,0.0,81500
1188.0,1411344.0,1676676672.0,5.0,1188.0,531.0,1959.0,180.0,142000
1512.0,2286144.0,3456649728.0,6.0,756.0,440.0,2000.0,513.0,180000
2035.0,4141225.0,8427392875.0,7.0,884.0,434.0,2001.0,180.0,222500
987.0,974169.0,961504803.0,6.0,483.0,264.0,1971.0,604.0,89500
1626.0,2643876.0,4298942376.0,7.0,764.0,474.0,2003.0,106.0,155000
1626.0,2643876.0,4298942376.0,7.0,1602.0,534.0,1994.0,251.0,226500
1626.0,2643876.0,4298942376.0,7.0,764.0,474.0,2003.0,106.0,175500
1828.0,3341584.0,6108415552.0,9.0,1822.0,774.0,2007.0,452.0,314813
988.0,976144.0,964430272.0,5.0,988.0,624.0,1962.0,51.0,129500
1362.0,1855044.0,2526569928.0,6.0,1362.0,460.0,2005.0,256.0,194700
720.0,518400.0,373248000.0,4.0,448.0,280.0,1900.0,0.0,86900
1746.0,3048516.0,5322708936.0,9.0,1746.0,758.0,2006.0,160.0,377500
988.0,976144.0,964430272.0,5.0,988.0,360.0,1966.0,52.0,129250
1072.0,1149184.0,1231925248.0,6.0,547.0,525.0,2005.0,80.0,145500
2633.0,6932689.0,18253770137.0,10.0,2633.0,804.0,2001.0,705.0,466500
1296.0,1679616.0,2176782336.0,5.0,1107.0,260.0,1924.0,203.0,104000
1498.0,2244004.0,3361517992.0,8.0,1498.0,844.0,2005.0,76.0,237000
864.0,746496.0,644972544.0,4.0,864.0,528.0,1955.0,0.0,79275
1587.0,2518569.0,3996969003.0,6.0,1587.0,525.0,1971.0,302.0,167300
1652.0,2729104.0,4508479808.0,6.0,1592.0,510.0,1959.0,136.0,200000
864.0,746496.0,644972544.0,5.0,864.0,576.0,1971.0,0.0,123000
1792.0,3211264.0,5754585088.0,5.0,896.0,0.0,1974.0,0.0,136000
1355.0,1836025.0,2487813875.0,5.0,644.0,0.0,1940.0,0.0,127500
1565.0,2449225.0,3833037125.0,9.0,1560.0,556.0,2005.0,278.0,282500
1802.0,3247204.0,5851461608.0,6.0,946.0,1017.0,1993.0,85.0,218000
1935.0,3744225.0,7245075375.0,8.0,832.0,552.0,2009.0,110.0,263435
1196.0,1430416.0,1710777536.0,6.0,1196.0,297.0,1956.0,74.0,139000
848.0,719104.0,609800192.0,6.0,848.0,420.0,2003.0,170.0,143750
1483.0,2199289.0,3261545587.0,7.0,1420.0,690.0,1977.0,0.0,270000
987.0,974169.0,961504803.0,6.0,483.0,280.0,1970.0,127.0,106000
1151.0,1324801.0,1524845951.0,8.0,1141.0,484.0,2006.0,30.0,166000
988.0,976144.0,964430272.0,4.0,462.0,297.0,1973.0,0.0,94900
1522.0,2316484.0,3525688648.0,6.0,1190.0,552.0,1984.0,136.0,182000
2014.0,4056196.0,8169178744.0,8.0,2014.0,864.0,1980.0,115.0,275000
1385.0,1918225.0,2656741625.0,5.0,910.0,720.0,1952.0,0.0,166000
1640.0,2689600.0,4410944000.0,6.0,798.0,520.0,2004.0,0.0,173000
2158.0,4656964.0,10049728312.0,6.0,1202.0,576.0,1950.0,0.0,243000
1830.0,3348900.0,6128487000.0,8.0,1302.0,859.0,2006.0,0.0,221300
1760.0,3097600.0,5451776000.0,7.0,1760.0,583.0,2003.0,418.0,269500
1116.0,1245456.0,1389928896.0,6.0,1116.0,440.0,1962.0,261.0,160000
1040.0,1081600.0,1124864000.0,5.0,1040.0,384.0,1965.0,0.0,129500
1525.0,2325625.0,3546578125.0,6.0,813.0,400.0,1997.0,0.0,183500
1264.0,1597696.0,2019487744.0,5.0,1068.0,528.0,1965.0,0.0,169000
1575.0,2480625.0,3906984375.0,6.0,216.0,400.0,1951.0,522.0,155000
872.0,760384.0,663054848.0,4.0,858.0,480.0,1971.0,0.0,123000
1508.0,2274064.0,3429288512.0,7.0,1508.0,572.0,2009.0,96.0,308030
813.0,660969.0,537367797.0,6.0,813.0,270.0,1930.0,0.0,110000
1392.0,1937664.0,2697228288.0,7.0,689.0,540.0,2007.0,0.0,146000
2872.0,8248384.0,23689358848.0,8.0,1683.0,541.0,1992.0,337.0,285000
864.0,746496.0,644972544.0,4.0,864.0,400.0,1951.0,0.0,141000
1602.0,2566404.0,4111379208.0,8.0,1578.0,810.0,2007.0,180.0,293200
1346.0,1811716.0,2438569736.0,7.0,1336.0,660.0,2008.0,60.0,220000
987.0,974169.0,961504803.0,6.0,483.0,264.0,1973.0,359.0,103400
1416.0,2005056.0,2839159296.0,5.0,876.0,720.0,1915.0,0.0,153900
889.0,790321.0,702595369.0,5.0,864.0,484.0,1984.0,0.0,137500
1127.0,1270129.0,1431435383.0,6.0,1127.0,480.0,1976.0,84.0,135000
1216.0,1478656.0,1798045696.0,5.0,832.0,336.0,1947.0,0.0,118500
1080.0,1166400.0,1259712000.0,7.0,1080.0,0.0,2004.0,120.0,141000
1251.0,1565001.0,1957816251.0,6.0,1251.0,461.0,1964.0,425.0,160000
924.0,853776.0,788889024.0,4.0,672.0,280.0,1941.0,0.0,80000
906.0,820836.0,743677416.0,4.0,348.0,231.0,1937.0,0.0,87000
1080.0,1166400.0,1259712000.0,7.0,530.0,496.0,2003.0,0.0,147110
1976.0,3904576.0,7715442176.0,8.0,1044.0,885.0,1998.0,242.0,286000
816.0,665856.0,543338496.0,5.0,816.0,100.0,1922.0,0.0,75200
1076.0,1157776.0,1245766976.0,5.0,1076.0,576.0,1975.0,176.0,143195
1884.0,3549456.0,6687175104.0,9.0,1884.0,670.0,2004.0,296.0,387000
1725.0,2975625.0,5132953125.0,7.0,539.0,550.0,1979.0,96.0,197000
907.0,822649.0,746142643.0,5.0,876.0,308.0,1977.0,0.0,130000
1630.0,2656900.0,4330747000.0,7.0,868.0,436.0,2004.0,200.0,189500
1193.0,1423249.0,1697936057.0,5.0,1153.0,501.0,1972.0,144.0,146500
1424.0,2027776.0,2887553024.0,5.0,1100.0,828.0,1969.0,0.0,155000
872.0,760384.0,663054848.0,5.0,872.0,322.0,1924.0,65.0,105000
900.0,810000.0,729000000.0,5.0,900.0,576.0,1951.0,0.0,134800
1964.0,3857296.0,7575729344.0,7.0,803.0,483.0,1976.0,660.0,205000
2042.0,4169764.0,8514658088.0,10.0,1742.0,724.0,2006.0,250.0,455000
864.0,746496.0,644972544.0,5.0,864.0,0.0,1922.0,0.0,99900
1008.0,1016064.0,1024192512.0,5.0,1008.0,280.0,1952.0,0.0,139500
864.0,746496.0,644972544.0,5.0,864.0,420.0,1961.0,0.0,135000
1269.0,1610361.0,2043548109.0,5.0,1269.0,308.0,1960.0,0.0,155000
1337.0,1787569.0,2389979753.0,6.0,1237.0,405.0,1998.0,443.0,153500
2290.0,5244100.0,12008989000.0,4.0,777.0,560.0,1885.0,0.0,122500
1671.0,2792241.0,4665834711.0,7.0,1022.0,451.0,1929.0,270.0,218000
1718.0,2951524.0,5070718232.0,7.0,851.0,264.0,1927.0,0.0,238000
833.0,693889.0,578009537.0,5.0,833.0,495.0,1984.0,0.0,149900
1215.0,1476225.0,1793613375.0,6.0,1215.0,297.0,1958.0,176.0,155000
996.0,992016.0,988047936.0,5.0,996.0,0.0,1940.0,0.0,108000
1403.0,1968409.0,2761677827.0,6.0,698.0,308.0,1915.0,0.0,116000
2687.0,7219969.0,19400056703.0,8.0,1455.0,810.0,2000.0,150.0,327000
1601.0,2563201.0,4103684801.0,8.0,1581.0,670.0,2001.0,479.0,272000
1664.0,2768896.0,4607442944.0,6.0,1004.0,420.0,1947.0,0.0,159000
1932.0,3732624.0,7211429568.0,8.0,1932.0,774.0,2008.0,426.0,394617
1074.0,1153476.0,1238833224.0,5.0,894.0,396.0,1956.0,0.0,124000
1718.0,2951524.0,5070718232.0,8.0,1705.0,826.0,2007.0,336.0,297000
1536.0,2359296.0,3623878656.0,5.0,928.0,480.0,1930.0,0.0,138400
1496.0,2238016.0,3348071936.0,5.0,1296.0,450.0,1960.0,203.0,141500
1567.0,2455489.0,3847751263.0,5.0,840.0,440.0,1940.0,0.0,205000
1405.0,1974025.0,2773505125.0,7.0,1405.0,478.0,2003.0,235.0,200000
756.0,571536.0,432081216.0,4.0,660.0,440.0,1927.0,0.0,85000
1884.0,3549456.0,6687175104.0,7.0,926.0,581.0,2003.0,0.0,240900
1479.0,2187441.0,3235225239.0,6.0,725.0,475.0,1976.0,289.0,130500
1344.0,1806336.0,2427715584.0,7.0,1344.0,784.0,1997.0,200.0,209200
1688.0,2849344.0,4809692672.0,7.0,1675.0,528.0,1988.0,102.0,226500
1489.0,2217121.0,3301293169.0,8.0,1489.0,776.0,2006.0,0.0,232600
2240.0,5017600.0,11239424000.0,5.0,0.0,528.0,1979.0,0.0,142953
1189.0,1413721.0,1680914269.0,6.0,1189.0,392.0,1997.0,197.0,160500
1112.0,1236544.0,1375036928.0,5.0,585.0,226.0,1934.0,0.0,63000
1141.0,1301881.0,1485446221.0,6.0,1141.0,484.0,2005.0,0.0,142500
1200.0,1440000.0,1728000000.0,4.0,1200.0,294.0,1956.0,0.0,144000
1642.0,2696164.0,4427101288.0,6.0,903.0,392.0,1993.0,0.0,168000
1192.0,1420864.0,1693669888.0,4.0,720.0,0.0,1949.0,0.0,135000
986.0,972196.0,958585256.0,6.0,960.0,180.0,1926.0,0.0,102000
1944.0,3779136.0,7346640384.0,7.0,672.0,216.0,1915.0,0.0,179900
1916.0,3671056.0,7033743296.0,8.0,1049.0,741.0,1998.0,0.0,254900
1360.0,1849600.0,2515456000.0,5.0,384.0,572.0,1955.0,0.0,130000
952.0,906304.0,862801408.0,4.0,756.0,330.0,1896.0,0.0,50138
1298.0,1684804.0,2186875592.0,5.0,1250.0,504.0,1964.0,0.0,114000
1851.0,3426201.0,6341898051.0,7.0,1851.0,506.0,1969.0,434.0,192100
1588.0,2521744.0,4004529472.0,5.0,725.0,561.0,2007.0,0.0,212109
2526.0,6380676.0,16117587576.0,6.0,714.0,216.0,1916.0,0.0,136000
1092.0,1192464.0,1302170688.0,4.0,0.0,0.0,1930.0,0.0,55000
1322.0,1747684.0,2310438248.0,5.0,672.0,280.0,1939.0,0.0,132000
1144.0,1308736.0,1497193984.0,5.0,1144.0,336.0,1960.0,69.0,120000
1382.0,1909924.0,2639514968.0,5.0,1382.0,350.0,1955.0,0.0,153000
1506.0,2268036.0,3415662216.0,9.0,1498.0,592.0,2008.0,284.0,264132
1733.0,3003289.0,5204699837.0,3.0,0.0,452.0,1955.0,0.0,139600
2504.0,6270016.0,15700120064.0,9.0,1122.0,656.0,2005.0,245.0,325000
1842.0,3392964.0,6249839688.0,7.0,985.0,486.0,2000.0,144.0,217500
1912.0,3655744.0,6989782528.0,6.0,482.0,672.0,1905.0,0.0,163000
1111.0,1234321.0,1371330631.0,5.0,530.0,288.0,1920.0,0.0,101000
1235.0,1525225.0,1883652875.0,5.0,1235.0,480.0,1961.0,203.0,98600
2402.0,5769604.0,13858588808.0,10.0,3094.0,672.0,2008.0,200.0,555000
1577.0,2486929.0,3921887033.0,9.0,1577.0,564.0,2005.0,394.0,280000
894.0,799236.0,714516984.0,5.0,894.0,308.0,1977.0,0.0,120750
1480.0,2190400.0,3241792000.0,6.0,972.0,207.0,1920.0,0.0,119000
1484.0,2202256.0,3268147904.0,4.0,771.0,264.0,1910.0,0.0,50000
2080.0,4326400.0,8998912000.0,5.0,1040.0,504.0,1969.0,192.0,135000
1534.0,2353156.0,3609741304.0,5.0,736.0,0.0,1895.0,0.0,148000
1594.0,2540836.0,4050092584.0,7.0,1594.0,472.0,1993.0,112.0,188500
1416.0,2005056.0,2839159296.0,6.0,780.0,312.0,1948.0,0.0,139900
2097.0,4397409.0,9221366673.0,7.0,1080.0,678.0,1993.0,0.0,228000
948.0,898704.0,851971392.0,6.0,483.0,264.0,1972.0,504.0,89000
1040.0,1081600.0,1124864000.0,3.0,0.0,400.0,1950.0,0.0,92900
2814.0,7918596.0,22282929144.0,6.0,1077.0,614.0,1995.0,190.0,260000
1648.0,2715904.0,4475809792.0,8.0,1596.0,525.0,2007.0,186.0,294464
1499.0,2247001.0,3368254499.0,6.0,781.0,473.0,1995.0,68.0,187000
2320.0,5382400.0,12487168000.0,6.0,1028.0,180.0,1945.0,0.0,259500
1396.0,1948816.0,2720547136.0,6.0,608.0,440.0,2007.0,0.0,170000
804.0,646416.0,519718464.0,5.0,788.0,240.0,1940.0,294.0,119000
984.0,968256.0,952763904.0,5.0,984.0,308.0,1959.0,164.0,110000
1606.0,2579236.0,4142253016.0,8.0,1598.0,871.0,2006.0,383.0,255900
1479.0,2187441.0,3235225239.0,7.0,624.0,312.0,1926.0,0.0,160000
988.0,976144.0,964430272.0,5.0,988.0,520.0,1954.0,0.0,113000
1728.0,2985984.0,5159780352.0,6.0,864.0,673.0,2003.0,0.0,207500
1182.0,1397124.0,1651400568.0,6.0,770.0,378.0,1945.0,0.0,120000
1712.0,2930944.0,5017776128.0,5.0,1626.0,588.0,1959.0,122.0,145000
1159.0,1343281.0,1556862679.0,5.0,747.0,288.0,1925.0,0.0,114000
1511.0,2283121.0,3449795831.0,7.0,1368.0,398.0,2002.0,40.0,246990
1523.0,2319529.0,3532642667.0,6.0,1193.0,478.0,1976.0,160.0,180000
2062.0,4251844.0,8767302328.0,7.0,1157.0,454.0,1988.0,128.0,277000
1484.0,2202256.0,3268147904.0,5.0,1484.0,487.0,1971.0,0.0,175000
1488.0,2214144.0,3294646272.0,6.0,1488.0,738.0,1950.0,44.0,133000
1663.0,2765569.0,4599141247.0,4.0,1364.0,529.0,1954.0,0.0,256000
2223.0,4941729.0,10985463567.0,7.0,2223.0,516.0,1973.0,1115.0,244000
1170.0,1368900.0,1601613000.0,5.0,1170.0,338.0,1958.0,0.0,140000
2690.0,7236100.0,19465109000.0,9.0,1365.0,864.0,2009.0,0.0,398800
1520.0,2310400.0,3511808000.0,5.0,793.0,281.0,1932.0,0.0,159434
2046.0,4186116.0,8564793336.0,10.0,1994.0,878.0,2005.0,400.0,450000
1092.0,1192464.0,1302170688.0,6.0,525.0,264.0,1973.0,567.0,113500
1935.0,3744225.0,7245075375.0,7.0,793.0,550.0,1976.0,233.0,197900
2385.0,5688225.0,13566416625.0,8.0,1317.0,818.0,2003.0,280.0,350000
2466.0,6081156.0,14996130696.0,8.0,1580.0,610.0,2004.0,0.0,340000
1823.0,3323329.0,6058428767.0,7.0,928.0,626.0,2000.0,0.0,235000
1120.0,1254400.0,1404928000.0,4.0,744.0,480.0,1948.0,0.0,64000
2140.0,4579600.0,9800344000.0,8.0,2140.0,894.0,2006.0,0.0,360000
1701.0,2893401.0,4921675101.0,4.0,600.0,0.0,1920.0,0.0,94550
1092.0,1192464.0,1302170688.0,4.0,546.0,286.0,1970.0,0.0,88000
1224.0,1498176.0,1833767424.0,4.0,0.0,462.0,1962.0,0.0,101800
2034.0,4137156.0,8414975304.0,7.0,1057.0,645.0,1997.0,573.0,219500
788.0,620944.0,489303872.0,4.0,788.0,0.0,1941.0,0.0,100000
